transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T13975,U018,2019-02-21,expense,utilities,1052.0,Bank Transfer,Kolkata,Course fee cash
T09922,U087,2021-04-11,expense,utilities,540.0,Card,Bengaluru,Uber to office
T00416,U135,2022-08-23,expense,utilities,343.0,Card,Bengaluru,Paid electricity bill
T10837,U123,2021-02-04,expense,rent,408.0,Bank Transfer,hyderabad,Salary
T07835,U094,2019-09-17,expense,travel,962.0,Card,Bengaluru,Uber to office
T09897,U054,2022-01-19,expense,food,105.0,UPI,Mumbai,Uber to office late
T00365,U156,2020-10-30,expense,rnet,463.0,Card,Chennai,Dinner at resto cash
T03657,U030,2021-10-09,expense,savings,310.0,Bank Transfer,Delhi,Course fee
T04775,U088,2020-10-18,income,salary,74889.0,Card,Hyderabad,Dinner at resto
T13230,U109,2022-11-13,expense,food,458.0,UPI,Hyderabad,Dinner at resto
T10904,U010,2021-11-22,expense,food,1478.0,Bank Transfer,Kolkata,Uber to office
T00460,U044,2021-05-09,expense,travel,41.0,Cash,Pune,
T14310,U169,2022-06-21,expense,entertainment,396.0,UPI,Hyderabad,Gift cash
T12406,U175,2021-04-16,expense,rent,249.0,Bank Transfer,Pune,Monthly rent 
T00301,U035,2020-10-11,expense,entertainment,320.0,Card,Hyderabad,Gift
T10898,U059,2021-10-31,expense,rent,100.0,Cash,Lucknow,Paid electricity bill 
T02355,U165,2019-05-17,expense,rent,183.0,Card,Chennai,wgcz56ZSoAskmVaTRvCI
T02435,U063,2020-07-23,expense,food,1029.0,Bank Transfer,Kolkata,Salary
T05084,U013,2022-10-06,income,bonus,28536.0,UPI,Lucknow,Netflix subscription
T01804,U101,2021-05-18,expense,food,77.0,Cash,Bengaluru,Salary via app
T08897,U129,2022-10-24,income,othe rincome,80354.0,UPI,Ahmedabad,
T09268,U028,2021-05-18,expense,food,-302.0,Bank Transfer,Mumbai,
T12867,U139,2021-08-10,expense,food,519.0,Card,Delhi,Gift
T11419,U155,2019-12-09,income,bonus,49898.0,UPI,Ahmedabad,Gift
T10481,U013,2021-05-21,expense,food,262.0,Bank Transfer,jaipur,Gift 
T00071,U039,2021-08-21,expense,travel,732.0,Card,Jaipur,Monthly rent
T01831,U181,2020-09-23,expense,utilities,990.0,Card,,
T11340,U105,2022-09-24,expense,food,621.0,Card,delhi,Netflix subscription
T03572,U080,2022-01-18,income,salary,77205.0,Cash,Ahmedabad,Doctor visit
T09017,U043,2020-12-18,income,bonus,56120.0,UPI,Pune,MK3lSndb6WS7tFqrXaF
T10977,U046,2020-06-02,expense,rent,764.0,Card,Bengaluru,Doctor visit
T03614,U103,2022-09-05,income,other income,66793.0,Bank Transfer,Jaipur,Gift
T13247,U174,2022-10-24,expense,travel,699.0,Bank Transfer,lucknow,Paid electricity bill
T08718,U011,2021-07-03,expense,entertainment,479.0,Bank Transfer,Jaipur,Uber to office cash
T11839,U170,2019-02-03,expense,food,49.0,Cash,Delhi,Salary 
T00613,U142,2022-08-11,expense,rent,757.0,Card,jaipur,
T14326,U133,2019-03-10,income,salary,84045.0,Bank Transfer,Delhi,Grocery shopping
T08030,U162,2019-07-14,expense,food,651.0,Bank Transfer,Mumbai,Monthly rent
T07376,U184,2021-05-07,expense,,1171.0,UPI,Jaipur,Salary late
T11446,U067,2021-06-03,expense,savings,128.0,Card,Pune,Monthly rent 
T09185,U098,2021-11-18,expense,utilities,926.0,Cash,Lucknow,Uber to office
T04122,U001,2021-06-15,expense,food,885.0,Card,Hyderabad,Course fee cash
T00672,U097,2022-07-23,expense,rent,541.0,UPI,Kolkata,Paid electricity bill late
T13169,U142,2021-12-09,income,salary,45105.0,Bank Transfer,mumbai,Dinner at resto
T05241,U102,2021-09-08,expense,utilities,484.0,Card,Chennai,Salary
T05468,U150,2021-09-07,expense,food,1007.0,Card,Delhi,Doctor visit
T00447,U085,2021-06-10,expense,travel,66.0,UPI,,
T13486,U166,2020-08-27,income,other income,56305.0,UPI,Mumbai,65VF51AQGuwEBx9le
T10961,U184,2022-01-24,expense,health,107.0,Bank Transfer,Hyderabad,Monthly rent
T05315,U156,2021-04-07,income,other income,68850.0,Card,lucknow,Doctor visit
T10579,U003,2021-06-15,income,other income,76958.0,UPI,Kolkata,Gift
T12998,U089,2021-12-01,expense,utilities,2045.0,Bank Transfer,mumbai,Netflix subscription
T06551,U069,2020-11-07,expense,rent,1141.0,Bank Transfer,delhi,Doctor visit
T06691,U008,2022-11-25,expense,rent,366.0,Bank Transfer,Pune,Uber to office via app
T06581,U071,2022-09-20,expense,food,1477.0,Cash,Jaipur,Dinner at resto
T07799,U133,2022-09-11,expense,savings,1396.0,Bank Transfer,Hyderabad,Netflix subscription
T10928,U039,2019-08-13,expense,rent,181.0,UPI,Delhi,
T13251,U181,2022-08-30,expense,rent,1153.0,UPI,,Course fee late
T14784,U171,2022-06-06,income,other income,76300.0,UPI,Delhi,Monthly rent late
T13232,U155,2022-11-27,income,other income,76761.0,Cash,Chennai,
T10094,U013,2020-01-01,expense,rent,159.0,UPI,delhi,Zrtmb5kF
T08390,U043,2021-12-11,expense,rent,51.0,Bank Transfer,Lucknow,Uber to office
T06958,U097,2020-08-19,expense,rent,689.0,Bank Transfer,Hyderabad,Course fee
T03095,U093,2020-01-14,expense,health,393.0,Card,Mumbai,Salary
T11852,U144,2019-02-07,expense,health,150.0,Cash,,tJLWfatyKKNn
T00313,U045,2021-07-31,expense,savings,533.0,UPI,Jaipur,Salary
T00052,U192,2022-12-07,expense,entertainment,490.0,Cash,Kolkata,Salary 
T05500,U167,2021-06-09,expense,utilities,4982.0,Cash,Delhi,wmHgznKmpowFHyt9W
T09398,U007,2020-02-29,expense,entertainment,259.0,UPI,Lucknow,Netflix subscription 
T09853,U029,2020-09-22,expense,rent,512.0,Bank Transfer,Mumbai,
T00997,U168,2019-08-30,income,bonus,83243.0,Cash,Bengaluru,Monthly rent
T14800,U186,2020-09-25,expense,food,167.0,UPI,Lucknow,Gift
T06011,U095,2020-06-19,income,salary,45596.0,Card,Hyderabad,Monthly rent
T10988,U190,2019-08-24,expense,entertainment,59.0,Bank Transfer,jaipur,Netflix subscription
T08625,U034,2020-06-09,income,bonus,66152.0,Card,Lucknow,Monthly rent
T04904,U062,2020-09-06,expense,food,627.0,Cash,Jaipur,Gift late
T11343,U098,2021-06-17,expense,food,481.0,Cash,Pune,Grocery shopping
T01167,U152,2022-02-07,expense,rent,175.0,UPI,Lucknow,Salary late
T14978,U074,2020-04-15,expense,travel,2623.0,Card,Ahmedabad,Dinner at resto late
T11263,U054,2021-03-11,expense,rent,578.0,,Ahmedabad,Dinner at resto
T08562,U163,2019-01-07,expense,rent,1033.0,Cash,Kolkata,Monthly rent
T01708,U177,2021-01-05,expense,food,9336.0,UPI,Hyderabad,Salary cash
T04528,U128,2020-07-10,expense,utilities,1763.0,Bank Transfer,Mumbai,
T14644,U116,2019-05-29,expense,entertainment,717.0,Cash,Bengaluru,
T01055,U107,2019-01-27,expense,reent,2108.0,Cash,hyderabad,Salary
T06410,U120,2022-06-17,income,other income,62830.0,Card,Delhi,Monthly rent 
T10738,U028,2019-07-09,income,other income,53160.0,Card,Delhi,Uber to office
T07789,U144,2019-08-21,expense,food,187.0,,chennai,Paid electricity bill
T13801,U107,2019-07-22,expense,fod,60.0,Card,Chennai,Course fee
T10057,U190,2022-03-16,expense,food,69.0,UPI,mumbai,Course fee
T09402,U119,2020-10-15,expense,rent,356.0,Bank Transfer,Ahmedabad,Netflix subscription
T02015,U088,2022-06-25,income,salary,70197.0,UPI,Pune,Doctor visit
T06796,U137,2019-05-29,expense,food,186.0,Bank Transfer,Bengaluru,sLbzFHE7xorbFJO
T11932,U167,2021-07-12,expense,entertanment,742.0,Card,Mumbai,Doctor visit via app
T07783,U007,2019-06-21,expense,food,180.0,,Lucknow,Course fee late
T05385,U078,2020-07-02,expense,food,440.0,Bank Transfer,Mumbai,Doctor visit
T01012,U113,2021-02-15,expense,food,-348.0,Bank Transfer,Lucknow,Dinner at resto 
T09875,U139,2022-12-07,expense,rent,1309.0,Bank Transfer,ahmedabad,VvCANTHjANzcC2I
T04047,U047,2022-12-13,income,salary,94390.0,Card,Chennai,Salary via app
T01133,U190,2020-08-03,expense,utilities,1373.0,Card,Pune,Paid electricity bill
T09758,U045,2020-02-23,income,other income,24467.0,UPI,Kolkata,Grocery shopping
T04936,U007,2022-06-21,expense,health,70.0,Bank Transfer,Jaipur,Gift
T08788,U096,2022-05-23,expense,rent,92.0,Cash,Bengaluru,Paid electricity bill late
T05225,U172,2021-02-02,expense,food,986.0,Cash,,Gift
T02155,U163,2019-04-29,expense,utilities,1049.0,Cash,Chennai,Uber to office
T03262,U189,2022-11-13,expense,food,138.0,Cash,mumbai,
T04186,U092,2020-03-25,income,other income,64199.0,Bank Transfer,Mumbai,Dinner at resto late
T08595,U016,2020-12-31,income,bonus,35484.0,UPI,Pune,Course fee via app
T03516,U005,2019-09-23,expense,entertainment,166.0,Bank Transfer,Hyderabad,Monthly rent 
T07180,U084,2019-07-24,expense,food,152.0,Cash,Lucknow,Uber to office
T05677,U128,2021-09-05,expense,rent,295.0,Cash,Chennai,Dinner at resto
T03259,U143,2022-08-13,expense,others,691.0,Bank Transfer,mumbai,Paid electricity bill
T07295,U062,2022-06-04,expense,utilities,63.0,Cash,mumbai,Gift
T00457,U184,2021-08-23,expense,food,531.0,Bank Transfer,delhi,Paid electricity bill via app
T13571,U109,2020-11-15,income,bonus,71407.0,Bank Transfer,,Doctor visit 
T00441,U065,2020-03-26,expense,rent,209.0,Bank Transfer,Delhi,Course fee via app
T09807,U175,2020-10-27,expense,fod,178.0,Cash,Hyderabad,Dinner at resto
T07075,U109,2019-11-11,expense,food,818.0,Cash,Mumbai,Doctor visit
T11203,U019,2019-04-06,expense,food,5166.0,Card,Hyderabad,qii01rPKqydZctF79A7o
T03485,U020,2020-01-26,income,other income,59787.0,Cash,Jaipur,Gift
T07570,U098,2022-10-04,expense,othes,340.0,Card,Chennai,Uber to office
T05578,U128,2021-05-31,expense,food,135.0,Cash,,uYLlggvtb4kvcrRY
T05205,U115,2020-01-12,expense,food,363.0,,Delhi,Course fee
T09024,U192,2019-08-31,income,salary,69187.0,Cash,Lucknow,Uber to office via app
T12916,U114,2020-04-01,expense,savings,5077.0,Bank Transfer,Pune,Doctor visit
T12738,U094,2019-03-05,expense,utilities,1059.0,Cash,Hyderabad,Monthly rent
T04004,U058,2022-02-10,expense,utilities,269.0,UPI,Bengaluru,Doctor visit
T07094,U031,2019-09-18,expense,rent,310.0,Bank Transfer,Kolkata,Dinner at resto
T13289,U023,2021-02-10,expense,entertainment,1227.0,Cash,Lucknow,
T00585,U045,2019-08-26,expense,travel,331.0,Card,Delhi,Gift cash
T14843,U169,2022-05-09,expense,food,3520.0,Cash,Mumbai,Paid electricity bill
T01660,U057,2019-04-03,income,other income,52232.0,,Lucknow,
T14859,U062,2019-10-12,expense,others,1489.0,Bank Transfer,Jaipur,Monthly rent
T13128,U001,2020-06-02,expense,food,13556.0,Bank Transfer,Delhi,Dinner at resto
T04838,U035,2020-06-17,expense,rent,542.0,UPI,Hyderabad,Paid electricity bill
T02202,U095,2021-10-01,expense,utilities,150.0,,Jaipur,
T04343,U100,2022-02-21,expense,savings,647.0,Card,Bengaluru,Dinner at resto
T03612,U135,2020-11-09,expense,savings,1030.0,Cash,Lucknow,Course fee
T00250,U013,2021-05-24,income,bonus,46462.0,Cash,Hyderabad,Gift
T11976,U135,2019-12-27,income,other income,58867.0,UPI,Chennai,Dinner at resto 
T00140,U077,2021-10-29,expense,others,885.0,Bank Transfer,Chennai,Salary cash
T05935,U022,2019-08-05,expense,utilities,5122.0,UPI,Ahmedabad,Doctor visit
T04241,U117,2019-05-08,expense,entertainment,1735.0,Cash,bengaluru,Dinner at resto
T04469,U122,2019-04-21,expense,food,720.0,Cash,Hyderabad,Doctor visit
T08105,U188,2021-06-20,expense,food,564.0,Bank Transfer,Bengaluru,Dinner at resto cash
T03219,U009,2020-02-20,expense,entertainment,1982.0,Cash,Ahmedabad,Salary
T05305,U086,2022-06-19,expense,food,3100.0,UPI,Delhi,Doctor visit 
T08843,U164,2019-12-18,expense,entertainment,391.0,Card,,Gift
T08317,U124,2020-06-19,income,other income,46462.0,Bank Transfer,Jaipur,Uber to office
T04296,U062,2021-12-31,income,bonus,61256.0,Cash,Bengaluru,Salary
T05418,U139,2021-10-31,income,bonus,67192.0,UPI,Bengaluru,Course fee
T05056,U008,2019-09-10,expense,food,2823.0,Card,Bengaluru,Gift
T12203,U130,2022-12-27,expense,travel,1064.0,Cash,jaipur,Dinner at resto
T08197,U110,2022-10-22,expense,food,247.0,Cash,Mumbai,Grocery shopping via app
T03466,U187,2020-08-21,expense,health,183.0,Cash,Delhi,Course fee cash
T11890,U168,2019-03-05,expense,rent,264.0,Card,Delhi,Course fee via app
T04294,U009,2019-02-13,expense,travel,869.0,Cash,,Course fee
T11869,U177,2020-10-18,expense,rent,245.0,UPI,Hyderabad,Salary via app
T01931,U147,2021-01-13,expense,food,2080.0,Bank Transfer,Kolkata,Dinner at resto
T06981,U183,2021-08-17,expense,entertainmnt,1814.0,UPI,Ahmedabad,Grocery shopping
T01079,U061,2021-10-12,expense,travel,34.0,Card,Mumbai,nXFJg60jsbWGzj
T05858,U071,2020-06-16,income,bonus,74728.0,Bank Transfer,Chennai,
T06655,U028,2021-03-24,income,bonus,88721.0,Cash,Pune,URvwBSEUIG2STezn
T06871,U003,2019-03-04,expense,others,432.0,Bank Transfer,bengaluru,Gift
T03547,U079,2019-05-10,expense,rent,518.0,Cash,Jaipur,Salary
T12676,U090,2020-03-12,expense,food,819.0,UPI,Chennai,Grocery shopping
T02811,U096,2019-11-07,expense,food,864.0,Card,Bengaluru,Paid electricity bill late
T07551,U098,2022-05-27,expense,travel,1081.0,Bank Transfer,Bengaluru,
T00165,U164,2020-03-19,expense,rent,898.0,Cash,DELHI,Dinner at resto via app
T02925,U077,2021-05-23,expense,utilities,532.0,Card,Hyderabad,
T05648,U029,2020-09-27,expense,food,68.0,Cash,Pune,Paid electricity bill 
T08490,U059,2020-03-22,expense,food,1315.0,UPI,Bengaluru,Netflix subscription 
T08471,U004,2021-03-11,expense,food,83.0,Bank Transfer,Hyderabad,Course fee
T00579,U188,2022-02-12,expense,food,448.0,Cash,Kolkata,TbqMvyPXr6J2
T04366,U103,2021-11-08,expense,food,40.0,UPI,Ahmedabad,Salary
T02870,U046,2021-08-29,income,salary,74420.0,Bank Transfer,Pune,Paid electricity bill
T10977,U046,2020-06-02,expense,rent,764.0,Card,Bengaluru,Doctor visit
T07854,U060,2019-07-26,expense,utilities,312.0,UPI,Delhi,Course fee
T12918,U064,2022-10-01,expense,travel,46.0,UP,Jaipur,Doctor visit 
T00519,U089,2019-09-25,income,other income,52236.0,Cash,Kolkata,Gift
T14616,U064,2019-05-05,expense,food,1325.0,,,Gift 
T07608,U187,2020-06-14,expense,savings,209.0,Card,Mumbai,Gift
T14555,U131,2021-08-28,income,,38636.0,Bank Transfer,Lucknow,Dinner at resto
T01580,U170,2022-09-30,expense,rent,353.0,UPI,Mumbai,
T01222,U053,2019-08-15,expense,entertainment,601.0,Card,Ahmedabad,Paid electricity bill
T07538,U128,2020-08-30,expense,savings,96.0,UPI,Chennai,Grocery shopping 
T09336,U128,2021-09-18,expense,travel,285.0,Card,delhi,Grocery shopping
T13773,U102,2019-03-09,expense,fod,200.0,Card,Hyderabad,Dinner at resto
T04892,U023,2022-07-19,expense,travel,327.0,UPI,Kolkata,Course fee
T10312,U081,2019-11-05,expense,utilities,251.0,Card,Kolkata,Gift
T12455,U186,2021-02-27,expense,food,817.0,Bank Transfer,,Dinner at resto
T02315,U174,2019-06-15,expense,travel,357.0,Bank Transfer,Hyderabad,
T13724,U111,2021-03-11,expense,entertainment,247.0,Card,Mumbai,
T02682,U087,2021-09-22,expense,food,2760.0,Cash,Lucknow,Doctor visit
T01404,U016,2019-03-21,expense,entertainment,223.0,Card,Pune,Monthly rent via app
T09164,U099,2020-09-11,expense,utilities,573.0,Card,Delhi,ajtJcxv55
T07363,U173,2021-03-12,expense,rent,585.0,Cash,Delhi,Course fee
T14179,U018,2020-12-17,expense,entertainment,103.0,UPI,Bengaluru,Grocery shopping
T04620,U176,2021-05-21,expense,food,286.0,Bank Transfer,Kolkata,Monthly rent late
T00866,U181,2022-06-09,expense,rent,293.0,Cash,Lucknow,Salary
T00690,U104,2019-04-10,income,bbonus,44214.0,Cash,Hyderabad,Doctor visit
T04088,U135,2022-03-10,expense,rent,2374.0,Card,Delhi,
T09445,U162,2019-11-16,income,salary,45245.0,UPI,CHENNAI,
T02911,U182,2019-06-27,expense,utilities,3300.0,Cash,Lucknow,Doctor visit
T06594,U161,2022-06-25,expense,others,406.0,Cash,Jaipur,Uber to office
T12971,U056,2020-02-26,expense,food,124.0,Cash,Bengaluru,Course fee
T01556,U114,2021-02-17,expense,savings,73.0,Card,Chennai,Grocery shopping
T07026,U137,2021-09-25,expense,food,996.0,Cash,,Paid electricity bill
T12844,U075,2020-11-28,expense,entertainment,849.0,Cash,Chennai,klFpFX8klGtcoclg29
T10200,U083,2020-05-16,income,salary,50593.0,Card,Ahmedabad,Salary cash
T03685,U101,2020-01-10,expense,utilities,401.0,Bank Transfer,Hyderabad,Course fee
T01039,U190,2019-02-08,expense,entertainment,116.0,Cash,Kolkata,Course fee
T01003,U062,2020-09-20,expense,others,327.0,UPI,Lucknow,Paid electricity bill
T11332,U118,2019-01-07,expense,education,25.0,UPI,Chennai,Salary via app
T01333,U058,2022-06-22,expense,rrent,256.0,,Pune,Grocery shopping via app
T04456,U163,2021-04-17,expense,food,454.0,UPI,Ahmedabad,Netflix subscription 
T09110,U109,2022-11-13,expense,travel,586.0,Bank Transfer,Pune,Netflix subscription via app
T04277,U108,2019-02-17,income,salary,78511.0,,Ahmedabad,Grocery shopping
T14721,U024,2021-10-26,expense,food,1276.0,Bank Transfer,Jaipur,Doctor visit
T11299,U076,2022-05-07,income,other income,53548.0,Card,Ahmedabad,Gift
T13784,U145,2019-09-16,expense,education,149.0,UPI,Bengaluru,Gift
T12947,U125,2019-09-22,expense,food,349.0,Card,Lucknow,Netflix subscription
T14440,U065,2019-01-27,expense,entertainment,322.0,Bank Transfer,Lucknow,Doctor visit 
T11010,U060,2022-02-23,income,salary,42325.0,Bank Transfer,Chennai,Grocery shopping
T08948,U018,2019-03-11,expense,utilities,122.0,UPI,Delhi,Uber to office
T08365,U163,2020-03-21,expense,rent,250.0,Card,Hyderabad,Gift late
T12000,U008,2021-04-20,expense,utilities,3678.0,Cash,Delhi,Gift
T08844,U122,2019-03-14,expense,food,508.0,Cash,Lucknow,Gift
T08666,U063,2020-08-01,expense,education,499.0,Bank Transfer,,Monthly rent
T02865,U160,2020-06-29,expense,rent,667.0,UPI,lucknow,ur3kNFk5
T14506,U119,2019-02-23,income,bonus,52860.0,Card,Pune,Course fee
T03537,U115,2020-09-15,expense,savings,388.0,Cash,Lucknow,Course fee late
T14129,U136,2019-05-22,expense,food,106.0,Cash,Hyderabad,Gift
T02691,U009,2022-09-16,expense,savings,146.0,Bank Transfer,Chennai,Dinner at resto
T05660,U167,2021-04-14,expense,food,390.0,Card,Kolkata,
T08543,U102,2019-08-04,expense,utilities,134.0,Cash,Kolkata,Uber to office
T11526,U050,2020-02-09,expense,rent,1706.0,Card,Delhi,
T02359,U150,2020-04-23,expense,food,160.0,Bank Transfer,Kolkata,Course fee late
T04779,U166,2022-06-03,expense,rent,126.0,Bank Transfer,Delhi,Doctor visit via app
T10657,U024,2020-05-11,expense,food,372.0,Cash,Pune,Netflix subscription
T05144,U045,2020-06-19,expense,utilities,389.0,UPI,Mumbai,Gift via app
T10100,U018,2020-09-16,expense,food,71.0,Bank Transfer,Delhi,Monthly rent
T12011,U186,2021-07-05,expense,food,406.0,Bank Transfer,Pune,Paid electricity bill
T10659,U004,2022-01-22,expense,ofod,81.0,Cash,Pune,Dinner at resto
T01118,U146,2022-06-17,expense,,102.0,Bank Transfer,bengaluru,Grocery shopping
T01263,U008,2021-12-14,expense,rent,187.0,UPI,Chennai,Monthly rent
T06724,U074,2021-03-08,expense,rent,211.0,Card,Lucknow,Doctor visit late
T14077,U190,2019-01-20,income,salary,74095.0,Cash,,Grocery shopping
T06694,U131,2020-04-16,expense,rent,207.0,Card,Kolkata,Salary via app
T08322,U181,2019-09-12,expense,travel,625.0,Card,Kolkata,Uber to office
T03355,U155,2022-04-21,income,salary,34170.0,UPI,Mumbai,Paid electricity bill
T10576,U045,2022-01-06,expense,food,99.0,UPI,Kolkata,Monthly rent cash
T04030,U083,2020-01-02,expense,savings,385.0,UPI,Delhi,Grocery shopping late
T09858,U044,2022-04-15,expense,food,159.0,UIP,Mumbai,Paid electricity bill late
T06619,U184,2022-12-10,income,bonus,78295.0,Card,Bengaluru,Course fee via app
T02159,U011,2021-03-17,expense,food,177.0,UPI,Kolkata,
T00861,U154,2020-11-26,expense,food,1482.0,Card,Lucknow,Course fee
T09721,U036,2022-05-08,expense,travel,247.0,UPI,Kolkata,
T02341,U079,2022-05-16,expense,education,1258.0,Card,Jaipur,Salary cash
T08396,U070,2021-05-28,expense,travel,16.0,Bank Transfer,Pune,Course fee
T04713,U136,2019-12-13,expense,utilities,22.0,Card,Ahmedabad,Doctor visit
T07835,U094,2019-09-17,expense,travel,962.0,Card,Bengaluru,Uber to office
T02007,U115,2020-05-22,income,other income,29290.0,Bank Transfer,Bengaluru,Grocery shopping
T06810,U094,2021-01-28,expense,utilities,293.0,Card,Jaipur,Dinner at resto
T01812,U040,2022-09-09,expense,others,28.0,UPI,Kolkata,Course fee cash
T02313,U033,2022-01-02,expense,others,638.0,UPI,Pune,
T03443,U124,2021-08-08,expense,utilities,585.0,Bank Transfer,Kolkata,Gift
T06142,U119,2022-10-19,expense,utiilities,908.0,UPI,Jaipur,KNextYn5AH
T12866,U162,2021-09-21,expense,food,1774.0,Card,Kolkata,Doctor visit
T07080,U131,2021-04-30,income,salaryy,57779.0,Bank Transfer,Chennai,Salary cash
T05405,U189,2020-10-07,expense,food,175.0,Card,DELHI,Course fee
T02086,U080,2021-03-09,expense,food,58.0,Cash,Mumbai,Gift
T06516,U030,2019-08-19,expense,food,799.0,Bank Transfer,Hyderabad,Netflix subscription
T12453,U156,2021-06-12,expense,rentt,253.0,Bank Transfer,Mumbai,Netflix subscription
T00231,U110,2019-03-26,income,bonus,80518.0,UPI,Delhi,Uber to office
T09780,U034,2022-08-25,expense,savings,230.0,Bank Transfer,Pune,Course fee cash
T13452,U158,2020-04-13,expense,food,336.0,UPI,Kolkata,Netflix subscription
T04102,U003,2019-12-24,expense,food,993.0,UPI,Bengaluru,Salary
T07837,U001,2019-10-18,expense,travel,433.0,Card,Chennai,EfTihskJXQOUyebK5iO7
T02061,U189,2022-01-04,expense,rent,1645.0,UPI,Lucknow,Monthly rent via app
T06561,U002,2021-12-27,expense,rent,100.0,UPI,Hyderabad,nyctSqOVtxHGz6ALO
T11086,U161,2020-05-15,expense,rent,341.0,Bank Transfer,Delhi,Doctor visit
T08271,U097,2022-06-30,expense,rent,626.0,Card,Delhi,Course fee
T09932,U175,2019-05-25,income,salary,67662.0,UPI,Bengaluru,Netflix subscription
T13598,U165,2022-06-07,expense,food,48.0,Bank Transfer,Hyderabad,Monthly rent late
T12613,U156,2022-12-10,expense,utilities,343.0,Cash,Bengaluru,Dinner at resto
T06265,U163,2019-03-05,income,salary,63985.0,Bank Transfer,Chennai,Uber to office cash
T11104,U075,2020-07-05,expense,foood,1316.0,Card,Delhi,Grocery shopping via app
T09067,U102,2021-08-30,income,other income,65374.0,UPI,Chennai,Paid electricity bill
T11412,U110,2019-05-06,income,other income,63511.0,Card,Pune,Gift cash
T02943,U158,2022-02-26,expense,,1988.0,Cash,delhi,Paid electricity bill 
T10746,U183,2020-06-01,expense,savings,671.0,Card,Kolkata,Grocery shopping
T07478,U085,2020-09-20,expense,food,43.0,Cash,Mumbai,
T08199,U052,2022-08-06,expense,savings,272.0,Card,Bengaluru,Monthly rent
T03114,U027,2021-06-29,expense,utilities,530.0,Card,Bengaluru,Monthly rent
T00168,U184,2022-02-11,income,bonus,43658.0,Bank Transfer,Mumbai,Dinner at resto
T04846,U076,2021-05-18,expense,utilities,1071.0,Card,Delhi,Netflix subscription
T10020,U065,2022-11-19,expense,food,134.0,Cash,Bengaluru,Dinner at resto via app
T14733,U054,2019-06-23,expense,utilities,74.0,UPI,,Paid electricity bill cash
T04303,U072,2022-08-30,expense,rent,256.0,Bank Transfer,Mumbai,Grocery shopping
T10761,U030,2020-12-15,income,bonus,74630.0,Cash,Bengaluru,Dinner at resto 
T14657,U001,2021-11-19,expense,food,1421.0,Bank Transsfer,Pune,
T08751,U007,2020-06-14,expense,travel,565.0,UPI,Delhi,Doctor visit
T02279,U180,2021-11-20,expense,entertainment,1662.0,Cash,Hyderabad,Netflix subscription
T05001,U105,2019-01-21,expense,,496.0,Cash,Ahmedabad,Grocery shopping
T01524,U046,2020-09-01,expense,travel,134.0,Bank Transfer,Delhi,Monthly rent
T11209,U015,2020-02-23,expense,travel,729.0,Cash,Bengaluru,Netflix subscription late
T07533,U013,2022-12-22,expense,food,956.0,UPI,Ahmedabad,Gift
T09850,U191,2020-07-05,income,bonus,62669.0,Bank Transfer,Pune,Paid electricity bill
T01433,U185,2019-01-13,expense,rent,1658.0,Card,Kolkata,Grocery shopping
T05284,U175,2020-09-25,income,salary,80297.0,Cash,Bengaluru,Netflix subscription
T12160,U184,2019-10-03,income,other income,68098.0,UPI,Ahmedabad,
T02427,U032,2022-10-13,income,salary,51965.0,Cash,Hyderabad,Gift
T04208,U101,2021-04-04,expense,food,1333.0,Card,Hyderabad,Course fee
T06357,U098,2022-05-26,expense,food,1017.0,UPI,Bengaluru,Grocery shopping
T05194,U176,2019-02-27,income,other income,85604.0,UPI,Mumbai,Uber to office via app
T08386,U029,2021-03-28,expense,food,227.0,Bank Transfer,Jaipur,Paid electricity bill
T00652,U020,2022-01-07,expense,food,120.0,UPI,Ahmedabad,
T07257,U091,2022-12-01,expense,entertainment,606.0,Cash,Jaipur,Grocery shopping late
T02002,U104,2022-05-08,expense,rent,308.0,Cash,Jaipur,Salary
T13321,U062,2020-11-17,expense,savings,1954.0,Card,Hyderabad,Paid electricity bill
T09380,U075,2021-04-27,expense,utilities,-716.0,UPI,Jaipur,Grocery shopping late
T12669,U039,2022-05-23,expense,rent,1250.0,Card,Hyderabad,Salary via app
T14154,U137,2020-08-24,expense,food,367.0,Bank Transfer,Mumbai,
T09173,U003,2019-12-29,expense,rent,527.0,UPI,Chennai,Doctor visit via app
T04123,U061,2022-04-25,expense,food,173.0,UPI,Delhi,Uber to office late
T12318,U090,2020-01-12,expense,rent,197.0,Card,Kolkata,Gift
T02698,U001,2020-01-16,income,salary,44962.0,Card,Pune,
T00049,U168,2019-12-20,expense,rent,327.0,Bank Transfer,Lucknow,Paid electricity bill
T11200,U063,2019-12-17,expense,food,751.0,Bank Transfer,Chennai,Gift via app
T10408,U003,2021-08-18,expense,rent,805.0,Bank Transfer,Kolkata,Monthly rent
T12149,U161,2020-11-25,expense,food,1213.0,UPI,Hyderabad,Paid electricity bill 
T04969,U064,2021-06-11,expense,rent,718.0,UPI,Kolkata,Uber to office
T13877,U092,2019-01-02,expense,travel,379.0,Cash,Chennai,
T00105,U079,2019-04-21,income,other income,51348.0,UPI,Mumbai,Grocery shopping
T04689,U097,2019-11-17,expense,rent,6321.0,UPI,Pune,Gift
T11033,U013,2021-01-09,expense,food,433.0,UPI,chennai,Doctor visit cash
T08711,U177,2020-08-07,expense,entertainment,257.0,Cash,Pune,Uber to office late
